"gutenberg_id","title","author","lccn","wikipedia_url","publication_year"
"54680","Peacemakers—Blessed and Otherwise","Ida M. Tarbell","22007444","","1922"
"54682","Zuñi Folk Tales","Frank Hamilton Cushing","02002767","","1901"
"54683","The Wild Irish Girl: A National Tale","Lady Morgan","","https://en.wikipedia.org/wiki/The_Wild_Irish_Girl","1806"
"54684","The House","the Medlar-Tree ","","https://en.wikipedia.org/wiki/I_Malavoglia","1881"
"54687","The Ladies' Paradise: A Realistic Novel","Émile Zola","","https://en.wikipedia.org/wiki/Au_Bonheur_des_Dames","1883"
"54693","A Book for a Rainy Day; or, Recollections of the Events of the Years 1766-1833","","06024935","","1905"
"54700","Oblomov","Ivan Aleksandrovich Goncharov","","https://en.wikipedia.org/wiki/Oblomov","1859"
"54703","Things to be Remembered in Daily Life","John Timbs","16024357","","1863"
"54704","Marriage as a Trade","Cicely Hamilton","09023010","","1909"
"54707","Going Afoot: A book on walking.","Bayard Henderson Christy","20007930","","1920"
"54710","The Shame of the Cities","Lincoln Steffens","","https://en.wikipedia.org/wiki/The_Shame_of_the_Cities","1904"
"54715","Nights with the Gods","Emil Reich","62002220","","1908"
"54716","The Horse in America","John Gilmer Speed","05033608","","1905"
"54718","India Impressions, With some notes of Ceylon during a winter tour, 1906-7.","Crane","08005823","","1907"
"54720","Three Years' Wanderings in the Northern Provinces of China","Robert Fortune","33031938","","1847"
"54721","The Food Question: Health and Economy","","17031555","","1917"
"54726","The Ladies' Paradise","Émile Zola","","https://en.wikipedia.org/wiki/Au_Bonheur_des_Dames","1883"
"54732","Songs for the Little Ones at Home","Mary O. Ward","11026826","","1911"
"54740","The Philippine Islands, 1493-1898: Volume 48, 1751-1765","Emma Helen Blair et al.","","https://en.wikipedia.org/wiki/The_Philippine_Islands,_1493%E2%80%931898","1565"
"54743","The Memoirs of François René Vicomte de Chateaubriand sometime Ambassador to…","","","https://en.wikipedia.org/wiki/M%C3%A9moires_d%27Outre-Tombe","1849"
"54746","Quaint and Historic Forts of North America","John Martin Hammond","16000645","","1915"
"54757","The Sultan and His People","C. Oscanyan","05009264","","1857"
"54765","The Leopard's Spots: A Romance of the White Man's Burden—1865-1900","Dixon","02007626","https://en.wikipedia.org/wiki/The_Leopard%27s_Spots","1902"
"54766","The Traitor: A Story of the Fall of the Invisible Empire","Jr. Thomas Dixon","07024587","https://en.wikipedia.org/wiki/The_Traitor_(Dixon_novel)","1907"
"54774","Fortunes and Dreams","Astra Cielo","17013212","","1917"
"54775","Circus Life and Circus Celebrities","Thomas Frost","05029171","","1881"
"54782","Sketches from Eastern History","Theodor Nöldeke","06008614","","1892"
"54788","The Memoirs of François René Vicomte de Chateaubriand sometime Ambassador to…","","","https://en.wikipedia.org/wiki/M%C3%A9moires_d%27Outre-Tombe","1849"
"54790","The Raisin Industry","Gustavus A. Eisen","11033916","","1890"
"54793","St. Paul and Protestantism, with an Essay on Puritanism and the Church of…","","40002702","","1875"
"54798","History of the United States in Words of One Syllable","Helen Wall Pierson","02005816","","1883"
"54800","Colonization and Christianity","William Howitt","09034522","","1838"
"54807","The Memoirs of François René Vicomte de Chateaubriand sometime Ambassador to…","","","https://en.wikipedia.org/wiki/M%C3%A9moires_d%27Outre-Tombe","1849"
"54812","A Key to Uncle Tom's Cabin","Harriet Beecher Stowe","16004804","","1853"
"54824","The Secret Doctrine, Vol. 1 of 4","H. P. Blavatsky","","https://en.wikipedia.org/wiki/The_Secret_Doctrine","1888"
"54827","Leonardo da Vinci, Pathfinder of Science","Henry S. Gillette","62008426","","1962"
"54830","The Graves of the Fallen","Rudyard Kipling","20001442","","1919"
"54836","The Trial of Peter Zenger","Vincent Buranelli","57006370","","1957"
"54840","The New Optimism","H. De Vere Stacpoole","14009788","","1914"
"54851","Welsh Poems and Ballads","George Borrow and Ernest Rhys","15008845","","1915"
"54863","Joseph and His Friend: A Story of Pennsylvania","Bayard Taylor","","https://en.wikipedia.org/wiki/Joseph_and_His_Friend:_A_Story_of_Pennsylvania","1870"
"54871","The Great Push: An Episode of the Great War","Patrick MacGill","16015063","","1916"
"54878","A Source-Book of English Social History","M. E. Monckton Jones","22010263","","1922"
"54879","The Memoirs of François René Vicomte de Chateaubriand sometime Ambassador to…","","","https://en.wikipedia.org/wiki/M%C3%A9moires_d%27Outre-Tombe","1849"
"54884","The Tragedy of Fotheringay","Mary Monica Maxwell-Scott","16010177","","1895"
"54886","Brazil and La Plata: The personal record of a cruise","C. S. Stewart","02030011","","1856"
"54892","A Publisher's Confession","Walter Hines Page","05011693","","1905"
"54895","Limbo","Aldous Huxley","","https://en.wikipedia.org/wiki/Limbo_(short_story_collection)","1920"
"54899","Trials of war criminals before the Nuernberg military tribunals under control…","","","https://en.wikipedia.org/wiki/Einsatzgruppen_trial","1947"
"54911","An Account of the Sore Throat Attended With Ulcers","John Fothergill","37021728","","1748"
"54913","Stories of Starland","Mary Proctor","98000034","","1898"
"54929","Christopher Columbus: His Life and His Work","Charles Kendall Adams","02007678","","1892"
"54932","Italian Backgrounds","Edith Wharton","05012365","","1905"
"54938","The Philosophy of the Practical: Economic and Ethic","Benedetto Croce","13026729","","1913"
"54945","All Taut; or, Rigging the boat","Oliver Optic","12037380","","1887"
"54953","The Minority of Henry the Third","Kate Norgate","13001872","","1912"
"54957","The New German Constitution","René Brunet","22008967","","1922"
"54958","Among the An-ko-me-nums, or Flathead Tribes of Indians of the Pacific Coast","","23014855","","1907"
"54962","Retail Shoe Salesmanship","Hamilton, Butterworth, Conner, and Geuting","20006509","","1920"
"54965","Miss Beecher's Domestic Receipt Book","Catharine Esther Beecher","08016060","","1846"
"54966","Handbook to the Mennonite Hymnary","Lester Hostetler","49025357","","1949"
"54967","Anecdotes of the American Indians, illustrating their eccentricities of…","","02014415","","1850"
"54976","The Molecular Tactics of a Crystal","Baron William Thomson Kelvin","12034810","","1894"
"54977","The Sovereignty of the Sea","Thomas Wemyss Fulton","11007247","","1911"
"54980","The Country of Sir Walter Scott","Charles S. Olcott","13020785","","1913"
"54982","A Text-book of Diseases of Women","Charles B. Penrose","08025737","","1908"
"54989","The Young Emperor, William II of Germany","Harold Frederic","05024016","","1891"
"54990","The Brown Brethren","Patrick MacGill","18000533","","1917"
"54992","Prolegomena to the Study of Hegel's Philosophy, and Especially of His Logic","","04002608","","1894"
"54993","The Beadle Collection of Dime Novels","New York Public Library","22019151","","1922"
"54996","The Yale Cup","Albertus T. Dudley","08010279","","1908"
"55002","NetWorld! What People Are Really Doing on the Internet and What It Means to You","","95005287","","1996"
"55009","The Botanical Lore of the California Indians","John Bruno Romero","54008325","","1954"
"55012","Dred: A Tale of the Great Dismal Swamp","Harriet Beecher Stowe","","https://en.wikipedia.org/wiki/Dred:_A_Tale_of_the_Great_Dismal_Swamp","1856"
"55017","The Diary of Dr. John William Polidori, 1816, Relating to Byron, Shelley, etc.","","11027864","","1911"
"55018","Good Times with the Juniors","Lilian M. Heath","04018925","","1904"
"55020","The Last Egyptian: A Romance of the Nile","L. Frank Baum","08010435","https://en.wikipedia.org/wiki/The_Last_Egyptian","1908"
"55021","Through Swamp and Glade: A Tale of the Seminole War","Kirk Munroe","07017256","","1896"
"55022","The Brain of an Army: A Popular Account of the German General Staff","Wilkinson","01013027","","1895"
"55034","Through Portugal","Martin A. S. Hume","07025498","","1907"
"55036","Historical Record of the Sixteenth, or, the Bedfordshire Regiment of Foot","Cannon","00423106","","1848"
"55040","The Nursery ""Alice""","Lewis Carroll","","https://en.wikipedia.org/wiki/The_Nursery_%22Alice%22","1890"
"55048","The Retreat from Mons","Arthur Corbett-Smith","16022253","","1916"
"55055","No Man's Land: A History of El Camino Real","Louis Raphael Nardini","62027121","","1961"
"55057","Daily Lesson Plans in English","Caroline Stearns Griffin","14011216","","1914"
"55062","The Inns of Court","Cecil Headlam","09035793","","1909"
"55063","Civilization of the Indian Natives","Halliday Jackson","02016615","","1830"
"55065","American Thumb-prints: Mettle of Our Men and Women","Kate Stephens","05011052","","1905"
"55067","Yorkshire Dales and Fells","Gordon Home","09014586","","1906"
"55068","Notes on the Floridian Peninsula; Its Literary History, Indian Tribes and…","","01021606","","1859"
"55070","The Memoirs of François René Vicomte de Chateaubriand sometime Ambassador to…","","","https://en.wikipedia.org/wiki/M%C3%A9moires_d%27Outre-Tombe","1849"
"55071","Captivity of the Oatman Girls","R. B. Stratton","20007027","","1858"
"55073","The Trial of Aaron Burr","Joseph P. Brady","13018703","","1913"
"55088","The Black Hills, Mid-Continent Resort","Albert N. Williams","52009649","","1952"
"55089","Little Miss Grasshopper","Johanna Spyri","18019298","","1918"
"55096","The American Race","Daniel G. Brinton","04012237","","1901"
"55109","Blue Shirt and Khaki: A Comparison","James F. J. Archibald","01031814","","1901"
"55110","Vacation Camping for Girls","Jeannette Augustus Marks","13012246","","1913"
"55113","From the Log of the Velsa","Arnold Bennett","14019193","","1914"
"55115","The City of Pleasure: A Fantasia on Modern Themes","Arnold Bennett","","https://en.wikipedia.org/wiki/The_City_of_Pleasure_(Bennett_novel)","1907"
"55118","Porcelain","Edward Dillon","06014772","","1904"
"55123","Perkins, the Fakeer: A Travesty on Reincarnation","Edward S. Van Zile","03011158","","1903"
"55124","The Memoirs of François René Vicomte de Chateaubriand sometime Ambassador to…","","","https://en.wikipedia.org/wiki/M%C3%A9moires_d%27Outre-Tombe","1849"
"55127","A Picture of the Desolated States, and the Work of Restoration. 1865-1868","","05006239","","1868"
"55128","Extempore Speech: How to Acquire and Practice It","William Pittenger","13002955","","1883"
"55129","Working my Way Around the World","Harry Alverson Franck and Lena M. Franck","18020175","","1918"
"55131","The Camp-fires of Napoleon","Henry C. Watson","01001795","","1867"
"55141","Mysteries of Washington City, during Several Months of the Session of the 28th…","","06028050","","1844"
"55150","Many-Storied Mountains: The Life of Glacier National Park","Greg Beaumont","78606071","","1978"
"55153","Memoirs of General Count Rapp, first aide-de-camp to Napoleon","comte Jean Rapp","05015232","","1823"
"55169","Life and Lillian Gish","Albert Bigelow Paine","32030236","","1932"
"55172","Evolution and creation","Herbert Junius Hardwicke","46037684","","1887"
"55176","Cartoons and Caricatures of Seattle Citizens","Frank Calvert et al.","06017657","","1906"
"55189","The Summit House Mystery; Or, The Earthly Purgatory","L. Dougall","05009658","","1905"
"55190","Florida and the Game Water-Birds of the Atlantic Coast and the Lakes of the…","","01006926","","1884"
"55195","The historians' history of the world in twenty-five volumes, volume 03…","","","https://en.wikipedia.org/wiki/The_Historians%27_History_of_the_World","1902"
"55200","A Book About Words","G. F. Graham","11007517","","1869"
"55216","A Brief History of Upshur County","G. H. Baird","73156955","","1946"
"55220","Five Acres Too Much","Robert Barnwell Roosevelt","12008069","","1885"
"55221","The Battle of the Marne","G. H. Perris","20020080","","1920"
"55231","A history of the Peninsular War, Vol. 3, Sep. 1809-Dec. 1810 : Ocaña, Cadiz,…","","","https://en.wikipedia.org/wiki/A_History_of_the_Peninsular_War","1902"
"55234","The Life of La Fayette, the Knight of Liberty in Two Worlds and Two Centuries","","10021686","","1888"
"55235","Lord Roberts' Message to the Nation","Earl Frederick Sleigh Roberts Roberts","13007371","","1912"
"55240","More Italian Yesterdays","Mrs. Hugh Fraser","15009565","","1915"
"55246","Yorkshire Vales and Wolds","Gordon Home","09016238","","1908"
"55256","The Story of a Donkey","comtesse de Sophie Ségur","","https://en.wikipedia.org/wiki/M%C3%A9moires_d%27un_%C3%A2ne","1860"
"55260","Humours of '37, Grave, Gay and Grim: Rebellion Times in the Canadas","Lizars et al.","16009473","","1897"
"55261","Nothing of Importance","Bernard Adams","18002824","","1917"
"55263","Thirteen Years of a Busy Woman's Life","Mrs. Alec-Tweedie","12029124","","1912"
"55264","On Growth and Form","D'Arcy Wentworth Thompson","18001383","https://en.wikipedia.org/wiki/On_Growth_and_Form","1917"
"55266","The Art of Glass-Blowing","T.-P. Danger","48032421","","1831"
"55269","A Description of the Famous Kingdome of Macaria","Gabriel Plattes","","https://en.wikipedia.org/wiki/A_Description_of_the_Famous_Kingdome_of_Macaria","1641"
"55272","Kings-at-Arms","Marjorie Bowen","19015981","","1919"
"55279","Latest Magic, Being original conjuring tricks","Professor Hoffmann","18023263","","1918"
"55280","An Enquiry into the Life and Legend of Michael Scot","J. Wood Brown","03003705","","1897"
"55283","The Bet, and other stories","Anton Pavlovich Chekhov","16006396","","1915"
"55284","Reminiscences of Leo Nicolayevitch Tolstoi","Maksim Gorky","21001930","","1920"
"55285","Lives of Famous London Beggars","John Thomas Smith","14015641","","1890"
"55295","Historical Record of the Second, or Queen's Royal Regiment of Foot","Cannon","43026729","","1838"
"55300","Society as I Have Found It","Ward McAllister","17018577","","1890"
"55303","Winona, a Dakota Legend; and Other Poems","E. L. Huggins","27011470","","1890"
"55308","Progress and Poverty, Volumes I and II","Henry George","","https://en.wikipedia.org/wiki/Progress_and_Poverty","1879"
"55315","Poems","Clara A. Merrill","15025530","","1915"
"55330","A Biography of Rev. Henry Ward Beecher","Beecher, Beecher, and Scoville","28007639","","1888"
"55332","The Republic of Ragusa: An Episode of the Turkish Conquest","Luigi Villari","04031171","","1904"
"55334","The Philosophy of Fine Art, volume 1 (of 4)","Georg Wilhelm Friedrich Hegel","","https://en.wikipedia.org/wiki/Lectures_on_Aesthetics","1835"
"55336","From Job to Job around the World","Alfred C. B. Fletcher","tmp96026003","","1917"
"55341","Up in Maine: Stories of Yankee Life Told in Verse","Holman Day","2002328515","","1900"
"55342","Pine Tree Ballads: Rhymed Stories of Unplaned Human Natur' up in Maine","Day","02019597","","1902"
"55343","Ambassador Morgenthau's Story","Henry Morgenthau","38014073","https://en.wikipedia.org/wiki/Ambassador_Morgenthau%27s_Story","1919"
"55359","The Mystery Crash","Van Powell","32012123","","1932"
"55360","Where Your Treasure Is: Being the Personal Narrative of Ross Sidney, Diver","Day","17017284","","1917"
"55373","The Story of Westminster Abbey","Violet Brooke-Hunt","02021037","","1902"
"55377","Pre-Raphaelite and other Poets","Lafcadio Hearn","22019987","","1922"
"55381","After the War: A Southern Tour. May 1, 1865 to May 1, 1866","Whitelaw Reid","01016107","","1866"
"55387","One Hundred Proofs That the Earth Is Not a Globe","William Carpenter","52055019","","1885"
"55389","Niels Lyhne","J. P. Jacobsen","","https://en.wikipedia.org/wiki/Niels_Lyhne","1880"
"55391","Historical Record of the Fourth, or the King's Own, Regiment of Foot","Cannon","00423111","","1839"
"55397","Railroad Reorganization","Stuart Daggett","08015469","","1908"
"55399","The Rhymer","Allan McAulay","00002271","","1900"
"55400","Common Cause: A Novel of the War in America","Samuel Hopkins Adams","19002326","","1919"
"55403","The Petrol Engine","Francis John Kean","16013183","","1915"
"55409","An Account of the Danes and Norwegians in England, Scotland, and Ireland","Worsaae","04002810","","1852"
"55414","Grand Teton: A Guide to Grand Teton National Park, Wyoming","","83600157","","1984"
"55421","Secrets of the Bosphorus","Henry Morgenthau","20000492","","1918"
"55428","The Steam Engine Familiarly Explained and Illustrated","Dionysius Lardner","06029289","","1836"
"55432","Ameboid movement","Asa A. Schaeffer","21013153","","1920"
"55434","Early Man in the New World","Kenneth Macgowan and Joseph A. Hester","62002617","","1962"
"55437","Historical Record of the Fifth Regiment of Foot, or Northumberland Fusiliers","","00423110","","1838"
"55443","Psycho-Analysis and the War Neuroses","Ferenczi, Abraham, Freud, Jones, and Simmel","sg23000026","","1921"
"55445","The Philosophy of Fine Art, volume 2 (of 4)","Georg Wilhelm Friedrich Hegel","","https://en.wikipedia.org/wiki/Lectures_on_Aesthetics","1835"
"55452","The Essentials of American Constitutional Law","Francis Newton Thorpe","18004551","","1917"
"55455","Working North from Patagonia","Harry Alverson Franck","21016648","","1921"
"55458","The Curse of Kehama, Volume 1 (of 2)","Robert Southey","","https://en.wikipedia.org/wiki/Curse_of_Kehama","1810"
"55459","The Curse of Kehama, Volume 2 (of 2)","Robert Southey","","https://en.wikipedia.org/wiki/Curse_of_Kehama","1810"
"55465","The Peoples of India","J. D. Anderson","14000061","https://en.wikipedia.org/wiki/The_People_of_India","1913"
"55467","Sir Rowland Hill: The Story of a Great Reform","Eleanor C. Hill Smyth","08016483","","1907"
"55474","A Manual of Shoemaking and Leather and Rubber Products","William H. Dooley","12023998","","1912"
"55476","Ships at Work","Mary Elting","53006240","","1953"
"55478","The Game-Birds of the Coasts and Lakes of the Northern States of America","","08016551","","1866"
"55479","Report on the Dominion Government Expedition to Hudson Bay and the Arctic…","","07005706","","1903"
"55482","Machines at Work","Mary Elting","53006239","","1953"
"55496","A Household Book of English Poetry","Richard Chenevix Trench","11032179","","1868"
"55497","The historians' history of the world in twenty-five volumes, volume 04…","","","https://en.wikipedia.org/wiki/The_Historians%27_History_of_the_World","1902"
"55498","Homer Martin, a Reminiscence, October 28, 1836-February 12, 1897","Martin","04033876","","1904"
"55502","In the World","Maksim Gorky","","https://en.wikipedia.org/wiki/Autobiographies_of_Maxim_Gorky","1913"
"55504","The Tower of London","Arthur Poyser","08037733","","1908"
"55505","Nequa; or, The Problem of the Ages","Alcanoan O. Grigs","00006226","https://en.wikipedia.org/wiki/NEQUA_or_The_Problem_of_the_Ages","1900"
"55525","Trains at Work","Mary Elting","53000640","","1953"
"55531","Common Sense Applied to Religion; Or, The Bible and the People","Beecher","30011309","","1857"
"55539","Korean Tales","Horace Newton Allen","04014711","","1889"
"55541","A treatise on the origin, progress, prevention, and cure of dry rot in timber…","","07040205","","1875"
"55546","The Progress of the Century","Alfred Russel Wallace et al.","01031563","","1901"
"55548","Fifty Years of Freedom","Francis J. Grimké","14002867","","1913"
"55549","My Memory of Gladstone","Goldwin Smith","05005936","","1904"
"55557","Ready About; or, Sailing the Boat","Oliver Optic","12037551","","1887"
"55558","The Boarding School; Lessons of a Preceptress to Her Pupils","Foster","","https://en.wikipedia.org/wiki/The_Boarding_School;_or,_Lessons_of_a_Preceptress_to_Her_Pupils","1798"
"55564","Lustra of Ezra Pound","Ezra Pound and Bai Li","18005200","","1916"
"55566","I Go A-Marketing","Henrietta Sowle","00006709","","1900"
"55585","Manual of Style Governing Composition and Proof Reading in the Government…","","03001811","","1894"
"55586","The Education of Children from the Standpoint of Theosophy","Rudolf Steiner","11020842","","1911"
"55592","Good stories for great birthdays","Frances Jenkins Olcott","22026979","","1922"
"55597","Sam Steele's Adventures on Land and Sea","L. Frank Baum","","https://en.wikipedia.org/wiki/Sam_Steele%27s_Adventures_on_Land_and_Sea","1906"
"55602","The Curiosities of Ale & Beer: An Entertaining History","John Bickerdyke","45050217","","1889"
"55608","The War in the East: Japan, China, and Corea","Trumbull White","05001760","","1895"
"55609","The Squirrel's Pilgrim's Progress","J. D. Williams","15005374","","1915"
"55611","Karma: A Re-incarnation Play","Algernon Blackwood and V. A. Pearn","18013982","https://en.wikipedia.org/wiki/Karma_(play)","1918"
"55614","The Bayeux Tapestry Elucidated","J. Collingwood Bruce","10004984","","1856"
"55618","The Key to Theosophy","H. P. Blavatsky","","https://en.wikipedia.org/wiki/The_Key_to_Theosophy","1889"
"55619","The Theory of Environment","Armin Hajman Koller","19012075","","1918"
"55623","The Philosophy of Fine Art, volume 3 (of 4)","Georg Wilhelm Friedrich Hegel","","https://en.wikipedia.org/wiki/Lectures_on_Aesthetics","1835"
"55627","Emmeline","Elsie Singmaster","16005189","","1916"
"55643","The English Peasantry and the Enclosure of Common Fields","Gilbert Slater","08013766","","1907"
"55644","Pedestrianism; or, An Account of the Performances of Celebrated Pedestrians…","","05025061","","1813"
"55651","The Rogerenes: some hitherto unpublished annals belonging to the colonial…","","04022000","","1904"
"55679","Presiding Ladies of the White House","Lila G. A. Woolfall","04031131","","1903"
"55681","Gleanings in Buddha-Fields: Studies of Hand and Soul in the Far East","Hearn","04022811","","1897"
"55685","The post office and its story : an interesting account of the activities of…","","11029059","","1912"
"55690","William Hamilton Gibson: artist—naturalist—author","John Coleman Adams","01027898","","1901"
"55695","Pioneer Saturn Encounter","","81600506","","1979"
"55701","Under Many Flags","Katharine Scherer Cronk and Elsie Singmaster","21016495","","1921"
"55705","Canoe and Camp Cookery","Seneca","46035728","","1885"
"55707","John Brown the Hero: Personal Reminiscences","J. W. Winkley","05003478","","1905"
"55710","Suppressed Plates, Wood-engravings, &c.","George Somes Layard","08018752","","1907"
"55714","Stevenson at Manasquan","Charlotte Eaton","21019877","","1921"
"55720","The Wolf Hunters: A Story of the Buffalo Plains","Robert Morris Peck","14015753","","1914"
"55728","Hellenism in Asia Minor","Karl Dieterich","18022101","","1918"
"55731","The Philosophy of Fine Art, volume 4 (of 4)","Georg Wilhelm Friedrich Hegel","","https://en.wikipedia.org/wiki/Lectures_on_Aesthetics","1835"
"55732","Palace and Hovel; Or, Phases of London Life","Daniel Joseph Kirwan","03012084","","1870"
"55734","Miss Beecher's Housekeeper and Healthkeeper","Catharine Esther Beecher","07035681","","1873"
"55737","Queen Zixi of Ix; Or, the Story of the Magic Cloak","L. Frank Baum","","https://en.wikipedia.org/wiki/Queen_Zixi_of_Ix","1904"
"55738","The Genetic Effects of Radiation","Isaac Asimov and Theodosius Dobzhansky","66062747","","1966"
"55742","Tales of My Native Town","Gabriele D'Annunzio","20006708","","1920"
"55749","The Raven, and The Philosophy of Composition","Edgar Allan Poe","","https://en.wikipedia.org/wiki/The_Raven","1845"
"55757","The Art of Paper-Making","Alexander Watt","44036868","","1890"
"55758","The Boys' and Girls' Herodotus","Herodotus","15020224","","1884"
"55759","A Colored Man Round the World","David F. Dorr","04026553","","1858"
"55761","The Philosophy of Spiritual Activity","Rudolf Steiner","23004577","https://en.wikipedia.org/wiki/The_Philosophy_of_Freedom","1922"
"55773","Mrs. Maybrick's Own Story: My Fifteen Lost Years","Florence Elizabeth Maybrick","04035310","","1905"
"55780","The Strife of the Sea","T. Jenkins Hains","03026164","","1903"
"55785","The Ethics of Diet","Howard Williams","89100424","https://en.wikipedia.org/wiki/The_Ethics_of_Diet","1883"
"55787","The telephone : a lecture entitled Researches in electric telephony","Bell","94168529","","1878"
"55792","Greeks & Barbarians","J. A. K. Thomson","21016396","","1921"
"55793","Tube, Train, Tram, and Car; or, Up-to-date locomotion","Arthur H. Beavan","04002620","","1903"
"55802","""Out of the East"": Reveries and Studies in New Japan","Lafcadio Hearn","17020223","","1895"
"55804","Recollections of a Peninsular Veteran","Joseph Jocelyn Anderson","14006687","","1913"
"55805","Travels in a Tree-top","Charles C. Abbott","12002755","","1898"
"55806","Ozoplaning with the Wizard of Oz","Ruth Plumly Thompson","","https://en.wikipedia.org/wiki/Ozoplaning_with_the_Wizard_of_Oz","1939"
"55808","Chambers's Journal of Popular Literature, Science, and Art, No. 734, January…","","","https://en.wikipedia.org/wiki/Chambers%27s_Edinburgh_Journal","1832"
"55809","The Squirrel Hunters of Ohio; or, Glimpses of Pioneer Life","N. E. Jones","rc01002341","","1898"
"55817","Automata Old and New","Conrad William Cooke","17017247","","1893"
"55819","The Story of Lutheran Missions","Elsie Singmaster","17012369","","1917"
"55822","Argonauts of the Western Pacific","Bronislaw Malinowski","","https://en.wikipedia.org/wiki/Argonauts_of_the_Western_Pacific","1922"
"55824","From Dan to Beersheba","John Philip Newman","04013254","","1892"
"55832","Richard Judkins' Wooing: A Tale of Virginia in the Revolution","T. Jenkins Hains","06046161","","1898"
"55840","Seekers in Sicily: Being a Quest for Persephone","Jane and Peripatetica ","09023013","","1909"
"55846","Boat Sailing in Fair Weather and Foul, 6th ed.","A. J. Kenealy","03016043","","1903"
"55847","Known to the Police","Thomas Holmes","09009569","","1908"
"55851","The Wishing Horse of Oz","Ruth Plumly Thompson","","https://en.wikipedia.org/wiki/The_Wishing_Horse_of_Oz","1935"
"55854","Letters from the Raven: Correspondence of L. Hearn with Henry Watkin","Hearn","07034585","","1907"
"55857","Cynthia Ann Parker","James T. DeShields","12011021","","1886"
"55859","The West Indies","John Henderson","05020759","","1905"
"55863","The Evolution of Modern Band Saw Mills for Sawing Logs","D. Clint Prescott","10016419","","1910"
"55867","The Life and Adventures of Rear-Admiral John Paul Jones, Commonly Called Paul…","","04014728","","1874"
"55876","In the Prison City, Brussels, 1914-1918: A Personal Narrative","J. H. Twells","19016901","","1919"
"55877","The Widowing of Mrs. Holroyd: A Drama in Three Acts","D. H. Lawrence","","https://en.wikipedia.org/wiki/The_Widowing_of_Mrs._Holroyd","1914"
"55878","The New Spirit","Havelock Ellis","09024087","","1892"
"55893","Peeps at Many Lands: Portugal","Agnes M. Goodall","w10000024","","1909"
"55894","The Pleasures of Collecting","Gardner C. Teall","20017080","","1920"
"55897","Spices and How to Know Them","Walter M. Gibbs","09031880","","1909"
"55898","Solitude","Johann Georg Zimmermann","33031519","","1840"
"55899","Kew Gardens","A. R. Hope Moncrieff","09018499","","1908"
"55901","Critical, Historical, and Miscellaneous Essays; Vol. 1","Macaulay","","https://en.wikipedia.org/wiki/Critical_and_Historical_Essays_(Macaulay)","1843"
"55902","Critical, Historical, and Miscellaneous Essays; Vol. 2","Macaulay","","https://en.wikipedia.org/wiki/Critical_and_Historical_Essays_(Macaulay)","1843"
"55903","Critical, Historical, and Miscellaneous Essays; Vol. 3","Macaulay","","https://en.wikipedia.org/wiki/Critical_and_Historical_Essays_(Macaulay)","1843"
"55904","Critical, Historical, and Miscellaneous Essays; Vol. 4","Macaulay","","https://en.wikipedia.org/wiki/Critical_and_Historical_Essays_(Macaulay)","1843"
"55905","Critical, Historical, and Miscellaneous Essays; Vol. 5","Macaulay","","https://en.wikipedia.org/wiki/Critical_and_Historical_Essays_(Macaulay)","1843"
"55906","Critical, Historical, and Miscellaneous Essays; Vol. 6","Macaulay","","https://en.wikipedia.org/wiki/Critical_and_Historical_Essays_(Macaulay)","1843"
"55908","Our town and civic duty","Jane Eayre Fryer","19002274","","1918"
"55910","Social Life in Old Virginia Before the War","Thomas Nelson Page","2009459649","","1898"
"55918","Oxford","Edward Thomas","04002604","","1903"
"55919","William Caxton","E. Gordon Duff","05006927","","1905"
"55920","Journal of a Tour in the Years 1828-1829, through Styria, Carniola, and Italy,…","","03012213","","1832"
"55931","California Missions: A Guide to the Historic Trails of the Padres","Karl F. Brown","39015783","","1939"
"55935","The Municipal and Sanitary Engineer's Handbook","H. Percy Boulnois","07009009","","1883"
"55939","When I Was a Boy in Japan","Sakae Shioya","06014727","","1906"
"55945","Exiles: A Play in Three Acts","James Joyce","","https://en.wikipedia.org/wiki/Exiles_(play)","1918"
"55948","The A","smal Brute ","13011303","https://en.wikipedia.org/wiki/The_Abysmal_Brute","1913"
"55949","A Woman of the Ice Age","L. P. Gratacap","06015110","","1906"
"55959","The Coming of the White Men: Stories of How Our Country Was Discovered","Wade","05026927","","1905"
"55962","Kate Meredith, Financier","Charles John Cutcliffe Wright Hyne","07005068","","1906"
"55969","The Quarterly of the Oregon Historical Society (Vol. I, No. 2)","","","https://en.wikipedia.org/wiki/Oregon_Historical_Quarterly","1900"
"55975","Voyager Encounters Jupiter","","79604303","","1979"
"55976","The Trial of an Ox, for Killing a Man;","Rusher, John Gol","37010712","","1835"
"55977","Flight: An Epic of the Air","Irwin R. Franklyn","29022689","https://en.wikipedia.org/wiki/Flight_(1929_film)","1929"
"55980","With Sack and Stock in Alaska","Horatio George Broke","01015927","","1891"
"55983","New England and the Bavarian Illuminati","Vernon Stauffer","19007334","","1918"
"55988","Natural History of Enthusiasm","Isaac Taylor","16024045","","1859"
"55990","Post-Mediæval Preachers","S. Baring-Gould","11013446","","1865"
"55998","London Labour and the London Poor, Vol. 1","Henry Mayhew","","https://en.wikipedia.org/wiki/London_Labour_and_the_London_Poor","1851"
"56001","The Busy Woman's Garden Book","Ida D. Bennett","20008585","","1920"
"56006","One Thousand Ways to Make Money","Page Fox","01029486","","1900"
"56008","Mirèio, a Provençal Poem","Frédéric Mistral","","https://en.wikipedia.org/wiki/Mir%C3%A8io","1859"
