"gutenberg_id","title","author","lccn","wikipedia_url","publication_year"
"30332","The Earthly Paradise: A Poem (Part II)","William Morris","","https://en.wikipedia.org/wiki/The_Earthly_Paradise","1868"
"30340","The Passionate Friends","H. G. Wells","","https://en.wikipedia.org/wiki/The_Passionate_Friends:_A_Novel","1913"
"30343","A discourse concerning ridicule and irony in writing (1729)","Anthony Collins","70633346","","1970"
"30344","The Fortunate Mistress (Parts 1 and 2)","Daniel Defoe","","https://en.wikipedia.org/wiki/Roxana:_The_Fortunate_Mistress","1724"
"30350","The Philippine Islands, 1493-1898, Volume 36, 1649-1666","Emma Helen Blair et al.","","https://en.wikipedia.org/wiki/The_Philippine_Islands,_1493%E2%80%931898","1565"
"30351","The Cup of Fury: A Novel of Cities and Shipyards","Rupert Hughes","19008070","","1919"
"30352","Santa Fé's Partner","Thomas A. Janvier","07029432","","1907"
"30354","The Broom-Squire","S. Baring-Gould","06007960","","1896"
"30356","The Boy from Hollow Hut","Isla May Mullins","11026611","","1911"
"30365","In Desert and Wilderness","Henryk Sienkiewicz","","https://en.wikipedia.org/wiki/In_Desert_and_Wilderness","1911"
"30367","Old Quebec: The Fortress of New France","Gilbert Parker and Claude Glennon Bryan","03025903","","1903"
"30368","A Christmas Carol","Charles Dickens","77177891","https://en.wikipedia.org/wiki/A_Christmas_Carol","1971"
"30373","Life and Literature","John Purver Richardson","11000544","","1910"
"30374","Futurist Stories","Margery Verner Reed","19006890","","1919"
"30375","The Conflict between Private Monopoly and Good Citizenship","John Graham Brooks","09032251","","1909"
"30376","The snow-image: a childish miracle","Nathaniel Hawthorne","07003774","","1864"
"30377","The Adventurers of England on Hudson Bay","Agnes C. Laut","15013576","","1914"
"30384","The Day of Sir John Macdonald","Sir Joseph Pope","15018984","","1915"
"30385","A Burial Cave in Baja California","William C. Massey and Carolyn M. Osborne","61063558","","1961"
"30391","Betelguese","Jean de Esque","09007937","https://en.wikipedia.org/wiki/Betelguese,_a_Trip_Through_Hell","1908"
"30392","Twelve Causes of Dishonesty","Henry Ward Beecher","10017274","","1896"
"30397","The Philippine Islands, 1493-1898 - Volume 41 of 55, 1691-1700","Emma Helen Blair et al.","","https://en.wikipedia.org/wiki/The_Philippine_Islands,_1493%E2%80%931898","1565"
"30400","All the Way to Fairyland: Fairy Stories","Evelyn Sharp","44030631","https://en.wikipedia.org/wiki/The_Professor_of_Practical_Jokes","1898"
"30401","The Flying Stingaree: A Rick Brant Science-Adventure Story","Harold L. Goodwin","63001034","","1963"
"30406","Benjamin Franklin","John S. C. Abbott","14001323","","1876"
"30411","English as she is spoke; or, a jest in sober earnest","Fonseca and Carolino","","https://en.wikipedia.org/wiki/English_as_She_Is_Spoke","1855"
"30412","On the Execution of Music, and Principally of Ancient Music","Camille Saint-Saëns","15022073","","1915"
"30419","How to Form a Library, 2nd ed","Henry B. Wheatley","06044093","","1886"
"30420","The Poets' Lincoln","Osborn H. Oldroyd","16002036","","1915"
"30428","Elam Storm, the Wolfer; Or, The Lost Nugget","Harry Castlemon","11017970","","1895"
"30433","Émile; Or, Concerning Education; Extracts","Jean-Jacques Rousseau","","https://en.wikipedia.org/wiki/Emile,_or_On_Education","1762"
"30439","Mrs. Tree","Laura Elizabeth Howe Richards","02017483","","1902"
"30440","Byways of Ghost-Land","Elliott O'Donnell","33011060","","1911"
"30442","Letters from My Windmill","Alphonse Daudet","","https://en.wikipedia.org/wiki/Letters_from_My_Windmill","1869"
"30447","Snow on the headlight : a story of the great Burlington strike","Cy Warman","99003430","","1899"
"30448","The Lieutenant-Governor: A Novel","Guy Wetmore Carryl","03006568","","1903"
"30449","The Way to God and How to Find It","Dwight Lyman Moody","38000845","","1884"
"30450","The Monk of Hambleton","Armstrong Livingston","28004239","","1928"
"30464","A Manifest Destiny","Julia Magruder","00001139","","1900"
"30470","The Winning of Popular Government","Archibald MacMechan","16021429","","1916"
"30479","The Camerons of Highboro","Beth Bradford Gilchrist","19014349","","1919"
"30482","The International Spy","Allen Upward","05030562","","1905"
"30486","Shirley","Charlotte Brontë","","https://en.wikipedia.org/wiki/Shirley_(novel)","1849"
"30487","Confessions of a Neurasthenic","William Taylor Marrs","09004580","","1908"
"30489","Phrenological Development of Robert Burns","George Combe","03006283","","1859"
"30490","The fifth of November : a romance of the Stuarts","Bentley and Scribner","98001108","","1898"
"30496","Fire Mountain","Norman Springer","23016820","","1923"
"30499","History of Free Thought in Reference to The Christian Religion","Farrar","04022443","","1863"
"30502","The Gorgeous Isle: A Romance; Scene-- Nevis, B.W.I. 1842","Atherton","08028995","","1908"
"30503","The Truth About America","Edward Money","01005486","","1886"
"30505","Jane Shore : A tragedy, in five acts","Nicholas Rowe","","https://en.wikipedia.org/wiki/Jane_Shore_(play)","1714"
"30507","Right Above Race","Otto H. Kahn","19002082","","1918"
"30509","The Railway Builders: A Chronicle of Overland Highways","Oscar D. Skelton","16021238","","1916"
"30524","Percy: A Tragedy","Hannah More","","https://en.wikipedia.org/wiki/Percy_(play)","1777"
"30529","A Stake in the Land","Peter A. Speek","21005865","","1921"
"30533","Genera and Subgenera of Chipmunks","John A. White","53063226","","1953"
"30537","The Royal Book of Oz","Ruth Plumly Thompson and L. Frank Baum","","https://en.wikipedia.org/wiki/The_Royal_Book_of_Oz","1921"
"30538","New worlds for old: A plain account of modern socialism","H. G. Wells","","https://en.wikipedia.org/wiki/New_Worlds_for_Old_(Wells_book)","1908"
"30542","Berenice","E. Phillips Oppenheim","11001010","","1911"
"30546","George Brown","John Lewis","06025626","","1906"
"30548","The Shores of the Adriatic","F. Hamilton Jackson","09035521","","1908"
"30556","Sleep Walking and Moon Walking: A Medico-Literary Study","J. Sadger","21000193","","1920"
"30558","Claim Number One","George W. Ogden","22011289","","1922"
"30561","His Last Week","William E. Barton, Theodore Gerald Soares, and Sydney Strong","16024730","","1905"
"30564","Before and after Waterloo","Edward Stanley","08034203","","1907"
"30567","The Bondboy","George W. Ogden","22020959","","1922"
"30572","Silver and Gold: A Story of Luck and Love in a Western Mining Camp","Dane Coolidge","19013645","","1919"
"30573","Why I Preach the Second Coming","Isaac Massey Haldeman","19018655","","1919"
"30574","Shadow Mountain","Dane Coolidge","19008011","","1919"
"30576","Slave Narratives: A Folk History of Slavery in the United States from…","","","https://en.wikipedia.org/wiki/Slave_Narrative_Collection","1936"
"30577","Told in the Coffee House: Turkish Tales","Cyrus Adler and Allan Ramsay","05042180","","1898"
"30578","Wunpost","Dane Coolidge","20010766","","1920"
"30579","The Shepherd Of My Soul","Charles J. Callan","15025525","","1915"
"30581","Notes in North Africa","W. G. Windham","05008265","","1862"
"30584","The Covent Garden Theatre, or Pasquin Turn'd Drawcansir","Charles Macklin","66002162","","1965"
"30585","A Diplomatic Adventure","S. Weir Mitchell","06010020","","1906"
"30586","The Exploits of Juve","Pierre Souvestre and Marcel Allain","17024693","","1917"
"30589","The Continental Dragoon","Robert Neilson Stephens","08034327","","1898"
"30601","How to analyze people on sight through the science of human analysis : the…","","22000934","","1921"
"30607","Australia, its history and present condition","W. Pridden","04024446","","1843"
"30610","History of Human Society","Frank W. Blackmar","26006037","","1926"
"30612","Records of Later Life","Fanny Kemble","04017111","","1882"
"30621","Ancient art of the province of Chiriqui, Colombia","William Henry Holmes","01020000","","1888"
"30623","The Missourian","Eugene P. Lyle","05025619","","1905"
"30630","A Guide to Men: Being Encore Reflections of a Bachelor Girl","Helen Rowland","23009272","","1922"
"30639","Border, Breed Nor Birth","Mack Reynolds","","https://en.wikipedia.org/wiki/Border,_Breed_nor_Birth","1962"
"30642","Aurora the Magnificent","Gertrude Hall Brownell","17010200","","1917"
"30647","Mystery at Geneva: An Improbable Tale of Singular Happenings","Rose Macaulay","23000609","","1922"
"30652","In The Seven Woods: Being Poems Chiefly of the Irish Heroic Age","W. B. Yeats","","https://en.wikipedia.org/wiki/In_the_Seven_Woods","1903"
"30653","The Revenge: A Tragedy","Edward Young","","https://en.wikipedia.org/wiki/The_Revenge_(Young_play)","1721"
"30656","The Purple Cow!","Gelett Burgess","","https://en.wikipedia.org/wiki/Purple_Cow","1895"
"30661","Pedagogics as a System","Karl Rosenkranz","06031567","","1872"
"30662","The Story of a New York House","H. C. Bunner","04015071","","1887"
"30671","The Brownings, Their Life and Art","Lilian Whiting","11026419","","1911"
"30674","Famous Firesides of French Canada","Mary Wilson Alloway","03012472","","1899"
"30685","Encyclopaedia Britannica, 11th Edition, ""Demijohn"" to ""Destructors""","","","https://en.wikipedia.org/wiki/Encyclop%C3%A6dia_Britannica_Eleventh_Edition","1910"
"30686","Little Tales of The Desert","Ethel Twycross Foster","13025440","","1913"
"30687","The Lord of Misrule, and Other Poems","Alfred Noyes","15023327","","1915"
"30688","Letters of a Radio-Engineer to His Son","John Mills","22017996","","1922"
"30689","The Brass Bottle","F. Anstey","","https://en.wikipedia.org/wiki/The_Brass_Bottle_(novel)","1900"
"30697","Alaska Days with John Muir","Samuel Hall Young","15021159","","1915"
"30698","Aces Up","Covington Clarke","29013026","","1929"
"30700","The Works of Robert Louis Stevenson - Swanston Edition, Vol. 04","Stevenson","","","1911"
"30701","A Critique of the Theory of Evolution","Thomas Hunt Morgan","16022585","","1916"
"30710","The Origins and Destiny of Imperial Britain","J. A. Cramb","a15000449","","1915"
"30713","Captain Pott's Minister","Francis L. Cooper","22017453","","1922"
"30723","Fathers and Children","Ivan Sergeevich Turgenev","","https://en.wikipedia.org/wiki/Fathers_and_Sons_(novel)","1862"
"30726","Cole's Funny Picture Book No. 1","E. W. Cole","","https://en.wikipedia.org/wiki/Cole%27s_Funny_Picture_Book","1879"
"30730","The Hound of Heaven","Francis Thompson","","https://en.wikipedia.org/wiki/The_Hound_of_Heaven","1890"
"30731","Industrial Conspiracies","Clarence Darrow","12024931","","1912"
"30732","The Son of His Mother","Clara Viebig","13007851","","1913"
"30733","The Fate of Felix Brand","Florence Finch Kelly","13020752","","1913"
"30734","Mushrooms of America, Edible and Poisonous","Julius A. Palmer","22024073","","1885"
"30736","Clark's Field","Robert Herrick","14011043","","1914"
"30740","Men of the Bible","Dwight Lyman Moody","99001585","","1898"
"30747","Seaport in Virginia","Gay Montague Moore","73188711","","1972"
"30750","The Sex Worship and Symbolism of Primitive Races: An Interpretation","Sanger Brown","16024311","","1916"
"30752","Vestiges of the Mayas","Augustus Le Plongeon","05006265","","1881"
"30754","The Stones of Venice, Volume 1 (of 3)","John Ruskin","","https://en.wikipedia.org/wiki/The_Stones_of_Venice_(book)","1851"
"30755","The Stones of Venice, Volume 2 (of 3),","John Ruskin","","https://en.wikipedia.org/wiki/The_Stones_of_Venice_(book)","1851"
"30756","The Stones of Venice, Volume 3 (of 3)","John Ruskin","","https://en.wikipedia.org/wiki/The_Stones_of_Venice_(book)","1851"
"30765","News writing : The gathering , handling and writing of news stories","Spencer","17022673","","1917"
"30768","Sowing and Reaping","Dwight Lyman Moody","37039632","","1896"
"30775","Elements of Chemistry,","Antoine Laurent Lavoisier","17024342","","1790"
"30792","Lavengro: The Scholar, The Gypsy, The Priest","George Borrow","","https://en.wikipedia.org/wiki/Lavengro","1851"
"30795","The Song of Hiawatha: An Epic Poem","Henry Wadsworth Longfellow","","https://en.wikipedia.org/wiki/The_Song_of_Hiawatha","1855"
"30799","The Gnôsis of the Light","F. Lamplugh","18017620","","1918"
"30800","Nature Myths and Stories for Little Children","Flora J. Cooke","43035775","","1895"
"30802","Commentaries on the Laws of England, Book the First","Sir William Blackstone","","https://en.wikipedia.org/wiki/Commentaries_on_the_Laws_of_England","1765"
"30803","Books Before Typography","Frederick W. Hamilton","19001888","","1918"
"30804","Applied Design for Printers","Harry Lawrence Gage","22013335","","1920"
"30811","The Moving Finger","E. Phillips Oppenheim","11010641","","1911"
"30812","With the French in France and Salonika","Richard Harding Davis","16010487","","1916"
"30836","Seven Keys to Baldpate","Earl Derr Biggers","","https://en.wikipedia.org/wiki/Seven_Keys_to_Baldpate_(novel)","1913"
"30846","The Tragedy Of Caesar's Revenge","Frederick S. Boas","12010444","","1911"
"30852","The Tin Woodman of Oz","L. Frank Baum","","https://en.wikipedia.org/wiki/The_Tin_Woodman_of_Oz","1918"
"30855","The Wife of Sir Isaac Harman","H. G. Wells","","https://en.wikipedia.org/wiki/The_Wife_of_Sir_Isaac_Harman","1914"
"30872","A Collection of State-papers, Relative to the First Acknowledgment of the…","","11024300","","1782"
"30877","The Painter in Oil","Daniel Burleigh Parkhurst","11032848","","1898"
"30879","The Life of Blessed John B. Marie Vianney, Curé of Ars","","11001549","","1911"
"30881","Two Little Women","Carolyn Wells","15019625","","1915"
"30882","God and Mr. Wells: A Critical Examination of 'God the Invisible King'","Archer","17024674","","1917"
"30888","The American Church Dictionary and Cyclopedia","William James Miller","02003105","","1901"
"30895","Rembrandt and His Etchings","Louis A. Holman","21011031","","1921"
"30934","Venice Preserved: A Tragedy","Thomas Otway","","https://en.wikipedia.org/wiki/Venice_Preserv%27d","1682"
"30962","An Apology for the Life of Mrs. Shamela Andrews","Henry Fielding","","https://en.wikipedia.org/wiki/An_Apology_for_the_Life_of_Mrs._Shamela_Andrews","1741"
"30967","Slave Narratives: A Folk History of Slavery in the United States from…","","","https://en.wikipedia.org/wiki/Slave_Narrative_Collection","1936"
"30976","Encyclopaedia Britannica, 11th Edition, Prependix of Volume 7 [Constantine…","","","https://en.wikipedia.org/wiki/Encyclop%C3%A6dia_Britannica_Eleventh_Edition","1910"
"30981","The Real Latin Quarter","F. Berkeley Smith","01026324","","1901"
"30987","Porto Rico: Its History, Products and Possibilities","A. D. Hall","03002717","","1898"
"31004","Ten Thousand a-Year. Volume 1.","Samuel Warren","","https://en.wikipedia.org/wiki/Ten_Thousand_a-Year","1841"
"31011","The Tadpoles of Bufo cognatus Say","Hobart M. Smith","46027442","","1946"
"31023","The First Airplane Diesel Engine: Packard Model DR-980 of 1928","Robert B. Meyer","65061626","","1964"
"31029","""I'll Leave It To You"": A Light Comedy In Three Acts","Noel Coward","","https://en.wikipedia.org/wiki/I%27ll_Leave_It_to_You","1919"
"31036","The Lovers Assistant; Or, New Art of Love","Henry Fielding and Ovid","62053681","","1961"
"31040","The Pigmy Woodrat, Neotoma goldmani, Its Distribution and Systematic Position","","55063238","","1955"
"31043","Letters from China and Japan","John Dewey and Harriet Alice Chipman Dewey","20007580","","1920"
"31048","A Battery at Close Quarters","Henry M. Neil","18014461","","1909"
"31055","Twenty-Five Years in the Black Belt","William James Edwards","19005302","","1918"
"31063","Two New Moles (Genus Scalopus) from Mexico and Texas","Rollin H. Baker","52062383","","1951"
"31068","Andrew Jackson","William Garrott Brown","00006363","","1900"
"31072","A Letter Book","George Saintsbury","22011392","","1922"
"31075","In The Ranks: From the Wilderness to Appomattox Court House","R. E. McBride","02017768","","1881"
"31082","The Mermaid of Druid Lake, and Other Stories","Charles Weathers Bump","06045357","","1906"
"31088","Taxonomy and Distribution of Some American Shrews","James S. Findley","55063239","","1955"
"31089","The Subspecies of the Mexican Red-Bellied Squirrel, Sciurus aureogaster","Kelson","52062493","","1952"
"31092","Hero Stories from American History","Albert F. Blaisdell and Francis Kingsley Ball","03010206","","1903"
"31098","The North American Slime-Moulds","Thomas H. Macbride","22004372","","1922"
"31102","Stevenson Memorial Cook Book","Mrs. William D. Hurlbut","22006730","","1919"
"31109","Taxonomic Notes on Mexican Bats of the Genus Rhogeëssa","E. Raymond Hall","52062491","","1952"
"31110","My Impressions of America","Margot Asquith","22019811","","1922"
"31111","Across Asia on a bicycle : the journey of two American students from…","","04017315","","1894"
"31113","Company 'A', corps of engineers, U.S.A., 1846-'48, in the Mexican war","Smith","04011992","","1896"
"31118","The Long Day: The Story of a New York Working Girl, as Told","Herself","05029965","https://en.wikipedia.org/wiki/The_Long_Day","1905"
"31132","Hazlitt on English Literature: An Introduction to the Appreciation of…","","13020819","","1913"
"31139","The Plow-Woman","Eleanor Gates","06034690","","1906"
"31148","A New Subspecies of Wood Rat (Neotoma mexicana) from Colorado","Robert B. Finley","53062921","","1953"
"31149","A New Piñon Mouse (Peromyscus truei) from Durango, Mexico","Robert B. Finley","52062714","","1952"
"31156","Encyclopaedia Britannica, 11th Edition, ""Châtelet"" to ""Chicago""","","","https://en.wikipedia.org/wiki/Encyclop%C3%A6dia_Britannica_Eleventh_Edition","1910"
"31158","Campaigning in Cuba","George Kennan","99000504","","1899"
"31161","German Problems and Personalities","Charles Sarolea","18006641","","1917"
"31172","Old English Poems","Cosette Faust Newton and Stith Thompson","18016730","","1918"
"31178","Thoughts on African Colonization","William Lloyd Garrison","","https://en.wikipedia.org/wiki/Thoughts_on_African_Colonization","1832"
"31185","Chapters in the History of the Insane in the British Isles","Daniel Hack Tuke","01011927","","1882"
"31186","What Shall We Do Now?: Five Hundred Games and Pastimes","Dorothy Canfield Fisher","07036217","","1907"
"31189","The Monster and Other Stories","Stephen Crane","","https://en.wikipedia.org/wiki/The_Monster_(novella)","1898"
"31191","A Letter to the Hon. Samuel A. Eliot, Representative in Congress From the City…","","10034379","","1851"
"31192","From the Rapidan to Richmond and the Spottsylvania Campaign","William Meade Dame","21004321","","1920"
"31193","Manifesto of the Communist Party","Karl Marx and Friedrich Engels","","https://en.wikipedia.org/wiki/The_Communist_Manifesto","1848"
"31202","The Strange Cases of Dr. Stanchon","Josephine Daskam Bacon","13008320","","1913"
"31211","Cavalry of the Clouds","Alan Bott","18026266","","1918"
"31219","Slave Narratives: A Folk History of Slavery in the United States from…","","","https://en.wikipedia.org/wiki/Slave_Narrative_Collection","1936"
"31221","The Genera of Phyllomedusine Frogs (Anura: Hylidae)","William Edward Duellman","77625269","","1968"
"31229","Pot-Boilers","Clive Bell","20000932","","1918"
"31232","History of Morgan's Cavalry","Basil Wilson Duke","02008537","","1867"
"31242","Critical Remarks on Sir Charles Grandison, Clarissa, and Pamela (1754)","McKillop","50009335","","1950"
"31243","Twentieth Century Inventions: A Forecast","George Sutherland","02007549","","1901"
"31248","A Little Garrison: A Realistic Novel of German Army Life of To-day","Bilse","04002324","","1904"
"31250","Old Plymouth Trails","Winthrop Packard","20026567","","1920"
"31253","A Morning's Walk from London to Kew","Sir R. Phillips","03011616","","1817"
"31255","The educated Negro and his mission","W. S. Scarborough","10007970","","1903"
"31256","How the Black St. Domingo Legion Saved the Patriot Army in the Siege of…","","09024043","","1899"
"31258","Our campaign around Gettysburg","John Lockwood","02010559","","1864"
"31259","The Boy With the U. S. Life-Savers","Francis Rolt-Wheeler","15018115","","1915"
"31261","The Defects of the Negro Church","Orishatukeh Faduma","08018148","","1904"
"31263","Bark Kathleen sunk","a whale : to which is added an account of two like…","02027209","","1902"
"31266","Quality Street: A Comedy","J. M. Barrie","","https://en.wikipedia.org/wiki/Quality_Street_(play)","1901"
"31267","Taxonomy of the Chipmunks, Eutamias quadrivittatus and Eutamias umbrinus","White","53063227","","1953"
"31268","Civilization the Primal Need of the Race, and The Attitude of the American Mind…","","09024193","","1898"
"31273","The Arawack Language of Guiana in its Linguistic and Ethnological Relations","","02000266","","1871"
"31274","Lady Anna","Anthony Trollope","","https://en.wikipedia.org/wiki/Lady_Anna_(novel)","1873"
"31279","A Review of Hoffman's Race Traits and Tendencies of the American Negro","Miller","09024191","","1897"
"31292","A Year in the Fields","John Burroughs","01022844","","1901"
"31293","Systematic Status of a South American Frog, Allophryne ruthveni Gaige","Lynch et al.","67063377","","1966"
"31298","The Trial of Theodore Parker","Theodore Parker","10034375","","1855"
"31299","The Ultimate Criminal","Archibald Henry Grimké","15010359","","1915"
"31300","Peonage","Lafayette M. Hershaw","16007104","","1915"
"31301","A Comparative Study of the Negro Problem","Charles C. Cook","10007971","","1899"
"31302","The Negro: What is His Ethnological Status? 2nd Ed.","Ariel","15012817","","1867"
"31313","The Forerunners","Romain Rolland","21016394","","1920"
"31315","Charles Sumner Centenary: Historical Address","Archibald Henry Grimké","11013733","","1911"
"31318","Geronimo's Story of His Life","Geronimo","06035725","","1906"
"31322","Alexander Crummell: An Apostle of Negro Culture","William Henry Ferris","37014815","","1920"
"31323","The Demand and the Supply of Increased Efficiency in the Negro Ministry","Moorland","10002009","","1909"
"31324","The Angel of the Revolution: A Tale of the Coming Terror","Griffith","","https://en.wikipedia.org/wiki/The_Angel_of_the_Revolution","1893"
"31325","An Annotated Checklist of Nebraskan Bats","Olin L. Webb and J. Knox Jones","52062713","","1952"
"31328","The Early Negro Convention Movement","John Wesley Cromwell","09024040","","1904"
"31330","Modern Industrialism and the Negroes of the United States","Archibald Henry Grimké","09035097","","1908"
"31331","The Ballotless Victim of One-Party Governments","Archibald Henry Grimké","13018319","","1913"
"31333","The Disfranchisement of the Negro","John L. Love","09021947","","1899"
"31335","History of the Constitutions of Iowa","Benjamin Franklin Shambaugh","03002933","","1902"
"31338","An Account of the Diseases which were most frequent in the British military…","","35034540","","1764"
"31340","The Colored Girl Beautiful","E. Azalia Hackley","18020407","","1916"
"31341","Apparitions; Or, The Mystery of Ghosts, Hobgoblins, and Haunted Houses…","","11006893","","1815"
"31342","The 3 Little Kittens","","","https://en.wikipedia.org/wiki/Three_Little_Kittens","1843"
"31350","Bible Studies in the Life of Paul, Historical and Constructive","Henry T. Sell","04011217","","1904"
"31351","A Record of Study in Aboriginal American Languages","Daniel G. Brinton","13010419","","1898"
"31352","Sex-education","Maurice A. Bigelow","16014606","","1916"
"31353","Personal Recollections of the War of 1861","Charles A. Fuller","07023981","","1906"
"31354","Death","Maurice Maeterlinck","11031479","","1912"
"31360","Anthropology","Daniel G. Brinton","42045090","","1892"
"31367","The Training of a Forester","Gifford Pinchot","14003569","","1914"
"31368","Glimpses of the Past: History of the River St. John, A.D. 1604-1784","Raymond","06013077","","1905"
"31369","Nationality and Race from an Anthropologist's Point of View","Sir Arthur Keith","21004003","","1919"
"31373","Solaris Farm: A Story of the Twentieth Century","Milan C. Edson","01029474","","1900"
"31374","The Dramatist; Or, Stop Him Who Can! A Comedy, in Five Acts","Frederick Reynolds","31028982","https://en.wikipedia.org/wiki/The_Dramatist","1800"
"31382","Psychology : A study of mental life","Robert Sessions Woodworth","21015412","","1921"
"31383","The Industrial Canal and Inner Harbor of New Orleans","Thomas Ewing Dabney","21027180","","1921"
"31384","In the Early Days along the Overland Trail in Nebraska Territory, in 1852","Cole","22014882","","1905"
"31394","A Week's Tramp in Dickens-Land","William R. Hughes","03003652","","1891"
"31408","The Oxford Degree Ceremony","J. Wells","07011557","","1906"
"31409","Timar's Two Worlds","Mór Jókai","","https://en.wikipedia.org/wiki/The_Man_with_the_Golden_Touch","1872"
"31417","Psychic phenomena : a brief account of the physical manifestations observed in…","","10008550","","1909"
"31420","La Sorcière: The Witch of the Middle Ages","Jules Michelet","11009020","https://en.wikipedia.org/wiki/Satanism_and_Witchcraft_(book)","1863"
"31422","The Kempton-Wace Letters","Jack London and Anna Strunsky Walling","","https://en.wikipedia.org/wiki/The_Kempton-Wace_Letters","1903"
"31425","Report of the Decision of the Supreme Court of the United States, and the…","","07008916","","1857"
"31429","Washo Religion","James F. Downs","61004716","","1961"
"31431","Old-Time Stories","Charles Perrault","","https://en.wikipedia.org/wiki/Histoires_ou_contes_du_temps_pass%C3%A9","1697"
"31448","Mammals from Tamaulipas, Mexico","Rollin H. Baker","52062140","","1951"
"31449","Across the Plains to California in 1852: Journal of Mrs. Lodisa Frizzell","Frizell","15014092","","1915"
"31453","The Southern Soldier Boy: A Thousand Shots for the Confederacy","Elliott","07039541","","1907"
"31456","The Upward Path: A Reader For Colored Children","Pritchard, Moton, and Ovington","20016516","","1920"
"31462","Oliver Goldsmith","E. S. Lang Buckland","09023256","","1909"
"31463","The Orphan; Or, The Unhappy Marriage. A Tragedy, in Five Acts","Thomas Otway","","https://en.wikipedia.org/wiki/The_Orphan_(play)","1680"
"31467","The Rubáiyát of a Bachelor","Helen Rowland","16004255","","1915"
"31468","The Battle of Franklin, Tennessee, November 30, 1864","John K. Shellenberger","17024185","","1916"
"31469","The Shunned House","H. P. Lovecraft","","https://en.wikipedia.org/wiki/The_Shunned_House","1924"
"31470","John March, Southerner","George Washington Cable","04015079","","1894"
"31473","The Life of Nancy","Sarah Orne Jewett","07009727","https://en.wikipedia.org/wiki/The_Life_of_Nancy","1895"
"31481","Tales from the Lands of Nuts and Grapes (Spanish and Portuguese Folklore)","","09027866","","1888"
"31482","Smeaton and Lighthouses","","15010623","","1844"
"31488","The Little Regiment, and Other Episodes of the American Civil War","Stephen Crane","06031149","","1896"
"31490","The Religion of Politics","Ezra S. Gannett","40019183","","1842"
"31494","The Young Man in Business","Edward William Bok","00004546","","1900"
"31501","The Sensitive Man","Poul Anderson","","https://en.wikipedia.org/wiki/The_Sensitive_Man","1953"
"31502","Two Indian Children of Long Ago","Frances Lilian Taylor","22012087","","1920"
"31503","Contemporary Russian Novelists","Serge Persky","13020230","","1913"
"31504","Concerning Justice","Lucilius A. Emery","14018378","","1914"
"31511","A History of Witchcraft in England from 1558 to 1718","Wallace Notestein","12000128","","1911"
"31517","A Week at Waterloo in 1815","Lady Magdalene De Lancey","07008229","","1906"
"31518","Trusia: A Princess of Krovitch","Davis Brinton","06035622","","1906"
"31520","Books Condemned to be Burnt","James Anson Farrer","04013208","","1892"
"31526","Life of Wagner","Ludwig Nohl","06006356","","1884"
"31534","Fifty-two Sunday dinners : A book of recipes","Elizabeth O. Hiller","13016880","","1913"
"31542","Pierre and Luce","Romain Rolland","","https://en.wikipedia.org/wiki/Pierre_et_Luce","1920"
"31547","Youth","Isaac Asimov","","https://en.wikipedia.org/wiki/Youth_(Asimov_short_story)","1952"
"31548","A Succinct Account of the Plague at Marseilles","Chicoyneau, Soulier, and Verny","34025566","","1721"
"31549","The Battle of the Big Hole","G. O. Shields","02016602","","1889"
"31551","Pirates and Piracy","Oscar Herrmann","03003751","","1902"
"31554","Lectures on Russian Literature: Pushkin, Gogol, Turgenef, Tolstoy","Ivan Panin","43048951","","1889"
"31555","Under the Liberty Tree: A Story of The 'Boston Massacre'","James Otis","12034820","","1896"
"31566","Lee's Last Campaign","J. C. Gorman","32019233","","1866"
"31582","St. Gregory and the Gregorian Music","E. G. P. Wyatt","06008146","","1904"
"31584","History of the Seventh Ohio Volunteer Cavalry","R. C. Rankin","02015239","","1881"
"31594","The Song of Lancaster, Kentucky","Eugenia Dunlap Potts","rc01002643","","1876"
"31595","The Return of the Prodigal","May Sinclair","14010423","","1914"
"31596","The Art and Craft of Printing","William Morris","02008239","","1902"
"31608","The Lords of the Ghostland: A History of the Ideal","Edgar Saltus","07014564","","1907"
"31619","The Planet Savers","Marion Zimmer Bradley","","https://en.wikipedia.org/wiki/The_Planet_Savers","1962"
"31622","Optimism: An Essay","Helen Keller","03030975","","1903"
"31623","Modern Painters, Volume 4 (of 5)","John Ruskin","","https://en.wikipedia.org/wiki/Modern_Painters","1843"
"31627","Volcanoes: Past and Present","Edward Hull","03008618","","1892"
"31629","Scotland Yard: The methods and organisation of the Metropolitan Police","Dilnot","16013523","","1915"
"31630","Hand-Loom Weaving: A Manual for School and Home","Mattie Phipps Todd","02028494","","1902"
"31645","The Tatler, Volume 3","Sir Richard Steele and Joseph Addison","","https://en.wikipedia.org/wiki/The_Tatler_(1709_journal)","1709"
"31646","Through Our Unknown Southwest","Agnes C. Laut","13012334","","1913"
"31668","The Serapion Brethren, Vol. II","E. T. A. Hoffmann","","https://en.wikipedia.org/wiki/The_Serapion_Brethren","1818"
"31672","The Triads of Ireland","Kuno Meyer","12014089","https://en.wikipedia.org/wiki/Triads_of_Ireland","1906"
"31677","Studies in Contemporary Biography","Viscount James Bryce Bryce","03010346","","1903"
"31687","Stories of the Foot-hills","Margaret Collier Graham","06027654","","1895"
"31688","What Shall I Be? A Chat With Young People","Francis Bernard Cassilly","14012216","","1914"
